category,field,subfield,detail,year,question,answer,choice1,choice2,choice3,choice4,time_limit,commentary
ITパスポート試験,ストラテジ系,経営戦略,経営戦略マネジメント,2025,"ERP システムの説明として、適切なものはどれか。","経理や人事、生産、販売などの基幹業務と関連する情報を一元管理し、経営資源を最適配分することによって、効率的な経営の実現を支援するシステム","企業内の個人がもつ営業に関する知識やノウハウを収集し、共有することによって、効率的,効果的な営業活動を支援するシステム","経理や人事、生産、販売などの基幹業務と関連する情報を一元管理し、経営資源を最適配分することによって、効率的な経営の実現を支援するシステム","原材料の調達から生産、販売に関する情報を、企業間で共有・管理することによって、ビジネスプロセスの全体最適を目指すシステム","個々の顧客に関する情報や対応履歴などを管理することによって、きめ細かい顧客対応を実施し、顧客満足度の向上を支援するシステム",60,"「企業内の個人がもつ営業に関する知識やノウハウを収集し、共有することによって、効率的,効果的な営業活動を支援するシステム」: SFA(Sales Force Automation)に関するシステムである。
「経理や人事、生産、販売などの基幹業務と関連する情報を一元管理し、経営資源を最適配分することによって、効率的な経営の実現を支援するシステム」: 正しい。ERPシステムに関するシステムである。
「原材料の調達から生産、販売に関する情報を、企業間で共有・管理することによって、ビジネスプロセスの全体最適を目指すシステム」: SCM(Supply Chain Management)に関するシステムである。
「個々の顧客に関する情報や対応履歴などを管理することによって、きめ細かい顧客対応を実施し、顧客満足度の向上を支援するシステム」: CRM(Customer Relationship Management)に関するシステムである。"
ITパスポート試験,ストラテジ系,システム戦略,システム戦略,2025,"公共交通機関での移動履歴, Web サイトでの商品検索履歴、SNSやブログで発信したデータなど、個人の活動を記録する技術、又は記録そのものを表す用語として、最も適切なものはどれか。","ライフログ","アクティビティ","トランザクション","ライフログ","レコードキーピング",60,"「アクティビティ」: 活動という意味で、システムに対してユーザーが行った操作や動作のことを指す。
「トランザクション」: データ処理の完全性・一貫性を保つために、関連する複数の処理をひとまとまりの単位として実行・管理する仕組み。
「ライフログ」: 正しい。人間個人の生活や活動などの情報をデジタルデータとして記録する技術、またはその記録されたデータ自体を指す。
「レコードキーピング」: 組織や業務に関する記録を適切に保管・管理する業務のことである。"
ITパスポート試験,ストラテジ系,経営戦略,ビジネスインダストリ,2025,"自動運転の水準は、一般的に“レベル1”から“レベル5” に分けられている。“条件付運転自動化”と呼ばれる“レベル3” が示す自動運転の水準に関する記述として、最も適切なものはどれか。","運転の主体はシステムであり、人間が運転する必要はないが、システムによる自動運転の継続が難しい場合は、人間が運転しなければならない。","運転の主体はシステムであり、人間が運転する必要はないが、システムによる自動運転の継続が難しい場合は、人間が運転しなければならない。","運転の主体はシステムであり、人間が運転する必要はないので、ハンドルやペダルなどの運転装置は不要だが、自動運転できる地域は限られる。","運転の主体は人間であり、高速道路で車線を維持しながら前の自動車に付いて走る機能のように、ハンドルと加減速の操作をシステムが支援する。","運転の主体は人間であり、自動ブレーキや急発進防止システムのように、前方又は後方の状況によって、システムが運転の一部を支援する。",60,"「運転の主体はシステムであり、人間が運転する必要はないが、システムによる自動運転の継続が難しい場合は、人間が運転しなければならない。」: 正しい。システムの自動運転を基本としながら、場合によっては運転者の介入を必要とするので、レベル3に該当する。
「運転の主体はシステムであり、人間が運転する必要はないので、ハンドルやペダルなどの運転装置は不要だが、自動運転できる地域は限られる。」: 高速道路などの特定の走行環境条件下での完全自動運転なので、レベル4に該当する。
「運転の主体は人間であり、高速道路で車線を維持しながら前の自動車に付いて走る機能のように、ハンドルと加減速の操作をシステムが支援する。」: アクセル・ブレーキ操作とハンドル操作を組み合わせた運転支援機能を提供しているので、レベル2に該当する。
「運転の主体は人間であり、自動ブレーキや急発進防止システムのように、前方又は後方の状況によって、システムが運転の一部を支援する。」: アクセル・ブレーキのみの運転支援機能を提供しているので、レベル1に該当する。"
ITパスポート試験,ストラテジ系,企業と法務,企業活動,2025,"ある商品を5,000個販売したところ、売上げが6,000万円、利益が400万円となった。商品1個当たりの変動費が7,000円であるとき、利益を1,000万円以上にするためには、少なくともあと何個販売すればよいか。","1,200","500","1,200","6,200","7,500",300,"5000個の販売で6,000万円の売上があったので、1個当たりの販売価格は、
6,000万円 ÷ 5,000個 = 12,000円
商品1個当たりの変動費は7,000万円なので、1個当たりの限界利益は「12,000 - 7,000 = 5,000円」である。また、現在の利益は400万円で、1,000万円との差額は「1,000 - 400 = 600万円」である。
1個販売すると5,000万円の利益が得られるので、600万円の追加利益を獲得するため必要な販売個数は、
600万円 ÷ 5,000円 = 1,200個"
ITパスポート試験,ストラテジ系,経営戦略,経営戦略マネジメント,2025,"マーケティング戦略の策定プロセスのうち、自社製品の差別化ポイントを明確化するものはどれか。","ポジショニング","セグメンテーション","ターゲティング","プロモーション","ポジショニング",60,"「セグメンテーション」: 年齢・性別・地域・ニーズなどの属性で市場を細分化(セグメント化)すること
「ターゲティング」: セグメンテーションで区分した市場の中から、競争優位を得やすく自社が重点的に狙うべき市場セグメントを決定すること
「プロモーション」: 製品やサービスの価値、ポジショニングを消費者に伝え、販売促進につなげるための活動全般を指す
「ポジショニング」: 正しい。市場における自社製品の位置づけを明確化し、どの立場で他社製品と競争するかを決定すること"
ITパスポート試験,マネジメント系,サービスマネジメント,サービスマネジメント,2025,"合意したサービス提供時間帯のうち、実際に顧客が IT サービスを利用できた時間の割合で表されるものはどれか。","可用性","可用性","機能性","効率性","使用性",60,"「可用性」: 正しい。ユーザーが使用することを要求したとき、実際にシステムやITサービスが利用可能な度合いを示す特性
「機能性」: ユーザーのニーズを満足させる機能を、システム等がどれだけ提供できているかを示す特性
「効率性」: 必要な機能を実行する際に、処理時間や資源をどれだけ抑えて処理できるかを示す特性
「使用性」: 利用者にとってシステムがどれだけ使いやすいかを示す特性"
ITパスポート試験,マネジメント系,サービスマネジメント,サービスマネジメント,2025,"ITサービスマネジメントに関して、次の記述中のa, bに入れる字句の適切な組合せはどれか。
「a はサービス提供者と顧客との間で合意されたサービス品質に関する合意書である。a の遵守状況を確認し、ITサービスの品質を維持・改善させるための活動が b である。」","a: SLA, b: SLM","a: NDA, b: SCM","a: NDA, b: SLM","a: SLA, b: SCM","a: SLA, b: SLM",60,"「NDA(Non Disclosure Agreement)」: 営業秘密や個人情報などをやり取りする取引を行う場合に、その情報の開示の目的、範囲、管理方法、禁止事項などを明確にするために締結される契約
「SLA(Service Level Agreement)」: サービス提供者とサービス利用者の間で交わされる、サービスの品目やその品質に関する取決めを記載した合意書
サービス品質に関する合意書なので、SLAが当てはまる。
「SCM(Supply Chain Management)」: 生産・在庫・購買・販売・物流などの全ての情報をリアルタイムに交換・一元管理することによって、一連の流れ全体の効率を向上させることを目指す経営管理の手法
「SLM(Service Level Management)」: サービスレベル合意書(SLA)に基づき、要件を満たすITサービスの提供を実現し、その品質の継続的な改善に必要なプロセスを実施する管理活動
ITサービスの品質を維持管理する活動なので、SLMが当てはまる。"
ITパスポート試験,マネジメント系,サービスマネジメント,システム監査,2025,"情報セキュリティ監査の説明として、最も適切なものはどれか。","組織の情報資産に関わるリスクマネジメントが効果的に実施されているかどうかの検証又は評価","一定の基準に基づいて IT システムの利活用に係る検証・評価を行い、ガバナンスの適切性などに対する保証や改善のための助言を行うもの","コンピュータの盗難や不正な持出しを物理的に防止し、情報セキュリティを確保するためのツール","組織体の価値及び組織体への信頼を向上させるために、組織体における ITシステムの利活用のあるべき姿を示す IT戦略と方針の策定及びその実現のための活動","組織の情報資産に関わるリスクマネジメントが効果的に実施されているかどうかの検証又は評価",60,"「一定の基準に基づいて IT システムの利活用に係る検証・評価を行い、ガバナンスの適切性などに対する保証や改善のための助言を行うもの」: システム監査の説明である。
「コンピュータの盗難や不正な持出しを物理的に防止し、情報セキュリティを確保するためのツール」: セキュリティワイヤーなどの物理保護策の説明である。
「組織体の価値及び組織体への信頼を向上させるために、組織体における ITシステムの利活用のあるべき姿を示す IT戦略と方針の策定及びその実現のための活動」: ITガバナンスの説明である。
「組織の情報資産に関わるリスクマネジメントが効果的に実施されているかどうかの検証又は評価」: 正しい。情報セキュリティ監査の説明である。"
ITパスポート試験,マネジメント系,開発技術,ソフトウェア開発管理技術,2025,"ソフトウェア開発モデルであるアジャイルモデルの特徴に関して、次の記述中のa, bに入れる字句の適切な組合せはどれか。
「アジャイルモデルとは、要件を確定してから開発を実施するウォーターフォールモデルの a する形で提唱された、b できるようにソフトウェアを開発するための手法の総称である。」","a: 課題を改善, b: 開発工程で生じる種々の変更に迅速に対応","a: 課題を改善, b: 開発工程で生じる種々の変更に迅速に対応","a: 課題を改善, b: 開発工程を順に実施","a: 特徴を継承, b: 開発工程で生じる種々の変更に迅速に対応","a: 特徴を継承, b: 開発工程を順に実施",60,"アジャイルモデルは、要件の変化に柔軟に対応しながら、短い期間で繰り返し開発と改善を行うソフトウェア開発手法。
アジャイルモデルは、ウォーターフォールモデルにおける「変更に弱い」という点を改善するための、対抗的なアプローチとして生まれた。したがって、aには「課題を改善」が当てはまる。
また、アジャイルモデルは、計画に従うことよりも変化への対応に価値を置いており、「変更に迅速に対応できる」点が特徴である。したがって、bには「開発工程で生じる種々の変更に迅速に対応」が当てはまる。"
ITパスポート試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2025,"変更管理委員会が設置されているプロジェクトで変更要求が発生した場合の記述として、最も適切なものはどれか。","変更管理委員会は、コストの増加や期日の延期を理由に変更要求を却下してよい。","変更管理委員会では、プロジェクトに関わるステークホルダ以外の第三者によって変更要求が審議される。","変更管理委員会は、コストの増加や期日の延期を理由に変更要求を却下してよい。","変更管理委員会は、スコープに変更が発生しない範囲で変更要求を受け付けなければならない。","変更要求は、全てプロジェクトマネージャが承認した後に変更管理委員会で審議される。",60,"「変更管理委員会では、プロジェクトに関わるステークホルダ以外の第三者によって変更要求が審議される。」: 変更管理委員会は、顧客やプロジェクトスポンサーなどのプロジェクトに関与する主要なステークホルダや、専門知識を持つメンバーで構成される。
「変更管理委員会は、コストの増加や期日の延期を理由に変更要求を却下してよい。」: 正しい。変更管理委員会は、プロジェクトごとに設置される組織で、プロジェクトへの変更要求をレビュー、評価、承認、保留、または返却する責任を負う合議体。
「変更管理委員会は、スコープに変更が発生しない範囲で変更要求を受け付けなければならない。」: スコープについて変更要求が発行されることもある。
「変更要求は、全てプロジェクトマネージャが承認した後に変更管理委員会で審議される。」: 変更管理委員会は、プロジェクトで発生するすべての変更要求を受け付け、審議する役割をもつ。"
ITパスポート試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2025,"システム開発プロジェクトで使用される技法のうち、スケジュール作成に用いる技法として、適切なものだけを全て挙げたものはどれか。
a. DFD (Data Flow Diagram)
b. 回帰分析
c. クリティカルパス法
d. プレシデンスダイアグラム法","c, d","a, b","a, d","b, c","c, d",60,"「DFD(Data Flow Diagram)」: 不適切。DFDは、業務におけるデータの流れを中心に据えて、データと処理の関係を視覚的に表現する図法。
「回帰分析」: 不適切。観測されたデータの相関関係を推定する統計学的手法。
「クリティカルパス法」: 適切。プロジェクトの作業工程の中で、その遅延がプロジェクト全体の遅延につながる一連の作業経路(クリティカルパス)を明確にし、重点的に管理する手法。
「プレシデンスダイアグラム法」: 適切。個々の作業を四角で囲み、作業同士を矢印で結ぶことで作業順序や依存関係を表現する手法。"
ITパスポート試験,マネジメント系,サービスマネジメント,サービスマネジメント,2025,"床下にネットワーク配線などのために一定の高さの空間をとり、容易に取り外しが可能なパネルを床板として並べたものはどれか。","フリーアクセスフロア","フリーアクセスフロア","フリーアドレス","フリースペース","フリースポット",60,"「フリーアクセスフロア」: 正しい。床下にネットワーク配線や電源ケーブルなどを通すために一定の高さの空間を設け、取り外し可能な床板(パネル)を敷いた二重床の構造のこと。
「フリーアドレス」: 個人の特定の席を割り当てずに共有の席を用意し、出社した従業員が空いている席を自由に利用するオフィスの形態。
「フリースペース」: オフィス内において会議室や執務スペースとは別に設けられた、社員が自由に使える共用スペース。
「フリースポット」: 誰でも自由に利用できるように解放されている無線LANによるインターネット接続サービス。"
ITパスポート試験,マネジメント系,サービスマネジメント,システム監査,2025,"営業部門の営業員が出張する際の出張旅費の手続に関して、組織間でけん制を日常的に実施している状況の記述として、最も適切なものはどれか。","営業員が出張後に経理部門に提出した旅費精算の書類と証票類について、経理担当者が適切な内容であることを審査し、経理課長が承認する。","営業員が出張後に経理部門に提出した旅費精算の書類と証票類について、経理担当者が適切な内容であることを審査し、経理課長が承認する。","営業員が出張後に旅費の精算を行い、上長が承認を行う。経理部門では承認済みであるので支払を行う。","営業員は出張の事前申請を行って上長の承認を得た後に、切符や宿泊施設の手配を旅行会社に依頼する。","会計年度における営業部門の旅費精算の書類と証票類から、監査人がサンプリングして、営業員の処理内容の適切性を確認する。",60,"けん制とは、一つの業務を複数の部門または担当者にまたがって処理させることで、相互チェックが機能している状態。
「営業員が出張後に経理部門に提出した旅費精算の書類と証票類について、経理担当者が適切な内容であることを審査し、経理課長が承認する。」: 正しい。営業部門が提出した書類等に関して、経理部門が審査・承認を行っている。
「営業員が出張後に旅費の精算を行い、上長が承認を行う。経理部門では承認済みであるので支払を行う。」: 申請と承認が営業部門内で完結している。
「営業員は出張の事前申請を行って上長の承認を得た後に、切符や宿泊施設の手配を旅行会社に依頼する。」: 申請と承認が営業部門内で完結している。
「会計年度における営業部門の旅費精算の書類と証票類から、監査人がサンプリングして、営業員の処理内容の適切性を確認する。」: 監査人による事後的な検査に関する記述であるが、監査は補完的な統制活動であり、日常的に実施しているけん制とは言えない。"
ITパスポート試験,マネジメント系,開発技術,ソフトウェア開発管理技術,2025,"システム開発の早い段階で、目に見える形で利用者の要求が確認できるように確認用のソフトウェアを作成するソフトウェア開発モデルとして、最も適切なものはどれか。","プロトタイピング","アジャイル","ウォーターフォール","スパイラル","プロトタイピング",60,"「アジャイル」: 要件の変化に柔軟に対応しながら、短い期間で設計・開発・テストを繰り返し行うソフトウェア開発手法。
「ウォーターフォール」: 開発プロジェクトを時系列に要求定義、外部設計、内部設計、開発、テスト、導入などの作業工程に分割し、開発を上流から下流に一方的に進める開発モデル。
「スパイラル」: システム全体を複数のサブシステムに分割し、サブシステムごとにウォーターフォールモデルを適用して段階的に機能を追加していく成長型の開発モデル。
「プロトタイピング」: 正しい。システム開発プロセスの早い段階で目的とするシステムの試作品をつくり、利用者にそのイメージを理解させ、要件の確認と承認を得たうえで本格的な開発プロセスに進む開発モデル。"
ITパスポート試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2025,"計画時の予算が2,000万円で、40日間で100本のプログラムを作成するプロジェクトがある。プロジェクトが20日経過した時点で全体の40%である40本のプログラムが完成し、1,000万円のコストが掛かった。プロジェクトの指標を次の評価式で算出する場合、プロジェクトの指標として適切な組合せはどれか。ここで、各プログラムの作成に必要な日数及びコストは全て同一で、プロジェクト期間中は常に同じ量の作業が実施されるものとする。
[評価式]
スケジュール (%):
    (完成したプログラム本数 ÷ 評価時点での完成見込みプログラム本数) × 100
コスト (%):
    (完成したプログラムに掛かったコスト ÷ 完成したプログラム分として計画したコスト) × 100","スケジュール (%): 80, コスト (%): 125","スケジュール (%): 80, コスト (%): 125","スケジュール (%): 80, コスト (%): 100","スケジュール (%): 90, コスト (%): 125","スケジュール (%): 90, コスト (%): 100",300,"[スケジュールについて]
完成したプログラムの本数は、40本である。40日間で100本のプログラムを作成する予定で、評価するのは開始から20日が経過した時点である。ちょうどスケジュール全体の半分が消化されたことになるので、この時点で完成を見込んでいたプログラム本数は全体の半分に相当する「100本 ÷ 2 = 50本」となる。設問の式に当てはめると、スケジュール(%)は、
(40本 ÷ 50本) × 100 = 80%
[コストについて]
完成したプログラムに掛かったコストは、1,000万円である。2,000万円で100本のプログラムを作成する予定だったので、1本当たりの計画コストは「2,000万円 ÷ 100本 = 20万円」である。完成した40本分に対応する計画コストは「20万円 × 40本 = 800万円」となる。設問の式に当てはめると、コスト(%)は、
(1,000万円 ÷ 800万円) × 100 = 125%"
ITパスポート試験,マネジメント系,開発技術,システム開発技術,2025,"開発が完了したソフトウェアを本番環境にインストールする手順を明確にし、それを実施する工程として、適切なものはどれか。","ソフトウェア導入","ソフトウェア統合","ソフトウェア導入","妥当性確認","利用者教育",60,"「ソフトウェア統合」: 個別に開発されたモジュールやコンポーネントを統合し、一つのソフトウェアとして動作するか、また各ユニット間のインターフェースに不整合がないかを確認する工程。
「ソフトウェア導入」: 正しい。開発されたシステム/ソフトウェアを本番環境に導入するための一連の工程。
「妥当性確認」: システム開発における企画・要件定義・設計段階の成果物について、意図された正しいものになっているかを利用者の視点から確認する工程。
「利用者教育」: ユーザーが新しいソフトウェアやシステムを正しく使えるようにするため、訓練や指導の計画を立案し、教材を作成し、教育訓練を実施する工程。"
ITパスポート試験,マネジメント系,開発技術,システム開発技術,2025,"利用者が銀行のATMのパネルを操作して入金処理を行う。この操作の要件を定義するときに、ソフトウェア開発の品質特性である使用性を考慮すべきインタフェースとして、最も適切なものはどれか。","利用者とパネルのインタフェース","OSとパネルのインタフェース","ソフトウェア間のインタフェース","ハードウェアとOSのインタフェース","利用者とパネルのインタフェース",60,"使用性は、利用者にとってシステムが使いやすく、その利用が効率的・効果的、また満足するものであるかどうかを示す特性。
設問にあるように、入金処理で利用者が直接操作するのはATMのパネル部分である。
それ以外の部分は、利用者と協調して何かを行う、利用者に対して反応を返すなどの作用はない。"
ITパスポート試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2025,"顧客から委託されたシステム開発プロジェクトのスコープの対象として、適切なものだけを全て挙げたものはどれか。
a. プロジェクトで作成する成果物
b. プロジェクトで使用する市販のスケジュール管理ツール
c. プロジェクトの要求事項を顧客が記載した文書","a","a","a, b","b, c","c",60,"a: 適切。プロジェクト作成する成果物はスコープの対象となる。
b: 不適切。プロジェクト遂行のための手段や支援ツールは、成果物やそれを生み出すための作業ではないので、スコープの対象とならない。
c: 不適切。顧客から提出された要求事項文書はスコープ定義を行う際の入力情報となるが、それ自体はスコープの対象とならない。"
ITパスポート試験,マネジメント系,サービスマネジメント,サービスマネジメント,2025,"クラウドサービスを提供するA社では、操作に関する質問に対して、サービスデスクのオペレーターが電話で対応するだけでなく、ホームページ上にFAQを公開している。サービスデスクの受付時間は午前9時から午後6時までである。このたびサービスデスクのサービスレベルを向上させるために、顧客向けのチャットボットを導入することにした。チャットボット導入の効果として、最も適切なものはどれか。","問合せの受付時間を拡大することが可能になる。","オペレーターのチャットのスキルが向上する。","オペレーターの電話対応のスキルが向上する。","問合せの受付時間を拡大することが可能になる。","ホームページ上に掲載しているFAQの内容が充実する。",60,"「オペレーターのチャットのスキルが向上する。」: チャットボットは、オペレーターに代わって機械がテキストによる自動応答を行うもの。
「オペレーターの電話対応のスキルが向上する。」: チャットボットの導入によりオペレーターの電話応対の機会は減少することになるため、電話スキルの向上には結びつかない。
「問合せの受付時間を拡大することが可能になる。」: 正しい。サービスデスクは現在9:00~18:00を受付時間としている。利用者はこの時間外でもFAQによる自己解決が可能だが、FAQは全員が見るコンテンツではないし、また必ずしも全ての疑問が解決できるわけではない。チャットボットを導入することで、簡易な質問に24時間365日対応することが可能となり、対応可能な時間帯が現状よりも増加する。
「ホームページ上に掲載されているFAQの内容が充実する。」: チャットボットは、あらかじめ構築されたFAQやナレッジベースの情報をもとに回答を生成するが、導入しても自動的に情報が追加されることはない。"
ITパスポート試験,マネジメント系,サービスマネジメント,サービスマネジメント,2025,"チャットボットの説明として、最も適切なものはどれか。","質問に対して、ソフトウェアがリアルタイムで自動応答する仕組み","質問に対して、ソフトウェアがリアルタイムで自動応答する仕組み","センサーを搭載した機器や制御装置が直接インターネットにつながり、お互いに情報をやり取りする仕組み","人間に代わって荷物を運ぶなどの作業を行う機械的な仕組み","ルール化された定型的な操作を人間の代わりにソフトウェアが自動で行う仕組み",60,"「質問に対して、ソフトウェアがリアルタイムで自動応答する仕組み」: 正しい。チャットボットの説明である。
「センサーを搭載した機器や制御装置が直接インターネットにつながり、お互いに情報をやり取りする仕組み」: IoT(Internet of Things)の説明である。
「人間に代わって荷物を運ぶなどの作業を行う機械的な仕組み」: 自律走行搬送ロボット(AMR: Autonomous Mobile Robot)の説明である。
「ルール化された定型的な操作を人間の代わりにソフトウェアが自動で行う仕組み」: RPA(Robotic Process Automation)の説明である。"
ITパスポート試験,マネジメント系,サービスマネジメント,システム監査,2025,"社内で開発及び運用を行っている経理システムの内部監査を実施するとき、システム監査人として、最も適切なものはどれか。","経理とITの知識を有する経営者直轄組織の従業員","経理システムの運用担当者","経理システムの開発を担当した委託会社の従業員","経理システムの利用者である経理担当者","経理とITの知識を有する経営者直轄組織の従業員",60,"「経理システムの運用担当者」: 自らが運用担当である経理システムを監査することになるため、外観上の独立性がない。
「経理システムの開発を担当した委託会社の従業員」: 自らが開発担当である経理システムを監査することになるため、外観上の独立性がない。
「経理システムの利用者である経理担当者」: 自ら利用している経理システムを監査することになるため、外観上の独立性がない。
「経理とITの知識を有する経営者直轄組織の従業員」: 正しい。経営者直轄の独立組織であり、経理部門や情報システム部門から組織的に独立しているため、利害関係を持たずに客観的な評価が可能である。"
ITパスポート試験,マネジメント系,サービスマネジメント,システム監査,2025,"A 社は会計システムの再構築のプロジェクトを立ち上げ、システム開発をB社に外部委託している。B社から納品される成果物の検収において、プロジェクトの品質管理に係る手続を遵守しているかどうかのシステム監査を行う監査人として、適切な者は誰か。","会計システムの再構築に関与しないA社の管理部門のリーダー","会計システムの再構築に関与しないA社の管理部門のリーダー","会計システムの再構築を担当するA社のプロジェクトマネージャ","会計システムの再構築を担当するB社のシステム開発リーダー","会計システムの再構築を担当するB社の品質管理責任者",60,"「会計システムの再構築に関与しないA社の管理部門のリーダー」: 正しい。A社管理部門のリーダーは当該プロジェクトにに関与しておらず、監査対象のB社からも独立しているため、客観性と中立性を担保した監査が可能である。
「会計システムの再構築を担当するA社のプロジェクトマネージャ」: A社のプロジェクトマネージャは、監査対象である会計システム再構築プロジェクトの当事者である。自らが参画するプロジェクトの監査を行うことになるため、外観上の独立性がない。
「会計システムの再構築を担当するB社のシステム開発リーダー」: B社のシステム開発リーダーは、監査対象である会計システム再構築プロジェクトの当事者である。自らが開発を担当した成果物に係る監査を行うことになるため、外観上の独立性がない。
「会計システムの再構築を担当するB社の品質管理責任者」: B社の品質管理責任者は、監査対象である会計システム再構築プロジェクトの当事者である。自らが担当した品質管理の監査を行うことになるため、外観上の独立性がない。"
ITパスポート試験,マネジメント系,サービスマネジメント,システム監査,2025,"内部統制の基本的要素の一つである “IT への対応”に関する記述として、最も適切なものはどれか。","既存の IT の利用者の拡大や、使い方の変更などで組織目標を達成できるのであれば、新たなITシステムの導入やITシステムの更新を強いるものではない。","ITを活用すると業務処理を迅速化でき、不注意によるミスを全て防止できる。","既存の IT の利用者の拡大や、使い方の変更などで組織目標を達成できるのであれば、新たなITシステムの導入やITシステムの更新を強いるものではない。","全ての業務プロセスを IT で自動化することによって、業務プロセスを大幅に修正することが容易になる。","組織の業務が IT に大きく依存すると、内部統制の目的を達成することが難しくなる。",60,"「ITを活用すると業務処理を迅速化でき、不注意によるミスを全て防止できる。」: 統制活動にITを利用することにより統制活動が自動化され、手作業による場合と比べて迅速な情報処理が期待できる。人間の不注意による誤謬等のリスクを低減する効果もあるが、全てのミスを防止できるわけではない。
「既存の IT の利用者の拡大や、使い方の変更などで組織目標を達成できるのであれば、新たなITシステムの導入やITシステムの更新を強いるものではない。」: 正しい。ITへの対応が内部統制の基本的要素となっているのは、ITが業務遂行のあらゆる場面に浸透している現状を踏まえ、組織内外のITへの適切な対応が内部統制の目的達成に不可欠とされているためである。既存ITを適切に活用して内部統制の目的が達成できるのであればそれで十分とされ、新たなITシステムの導入や既存システムの更新を義務付けるものではない。
「全ての業務プロセスを IT で自動化することによって、業務プロセスを大幅に修正することが容易になる。」: 業務プロセスにITを高度に取り入れた情報システムは、手作業によるシステムと比べて、稼働後の大幅な手続の修正が困難であるとの問題がある。したがって記述とは逆で、業務プロセスが全てITで自動化されると、業務プロセスの修正は難しくなる。
「組織の業務が IT に大きく依存すると、内部統制の目的を達成することが難しくなる。」: ITへの対応は、内部統制の目的を達成するために必要な基本的要素の一つである。クラウド、リモートアクセス、セキュリティなどIT統制の重要性は増しており、適切なプロセスを整備することが内部統制の目的達成に不可欠である。"
ITパスポート試験,マネジメント系,サービスマネジメント,サービスマネジメント,2025,"<p>あるコールセンターでは、顧客からの電話による問合せに対応するオペレーターを支援するシステムに、顧客とオペレーターの会話の音声を認識し、顧客の問合せに対する回答の候補をオペレーターのPCの画面に表示するAIを導入した。1日の対応件数は1,000件であり、問合せ内容によって二つのグループA, Bに分けた。AI導入前後の各グループの対応件数、対応時間が表のとおりであるとき、AI導入後に、1,000件の問合せに対応する時間は何%短縮できたか。</p><img src='/images/2025r07_ip_qs_54.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>",30,30,40,50,60,300,"対応時間の短縮率を求めるには、グループごとの対応時間に着目する必要がある。
表を見ると、AIの導入によって対応時間が実際に短縮されたのはグループAのみである。グループAの対応時間はコールセンター全体の60%を占め、そのうち50%が短縮できている。
AI導入前の対応時間全体に対して、短縮できた割合は、
60% × 50% = 0.6 × 0.5 = 30%"
ITパスポート試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2025,"システム開発プロジェクトの開始に当たり、人的資源に関する計画書を作成することにした。この計画において、要員を適切に配置し、より良いパフォーマンスを得るために考慮すべき事項として、適切なものだけを全て挙げたものはどれか。
a. プロジェクトに必要なスキルが要員に不足している場合は、トレーニングを計画する。
b. プロジェクトに必要なスキルよりも、要員の確保を常に優先するように計画する。
c. 要員をフレキシブルに配置するために、要員の役割と責任は、プロジェクトの計画段階では明確にせず、プロジェクトの開始後に定める。","a","a","a, b, c","a, c","c",60,"a: 適切。プロジェクトに必要なスキルが不足している場合、要員のトレーニングを計画的に含む。
b: 不適切。必要なスキルを無視して人員確保を優先すると、品質リスクが高まり、納期遅延や再作業の発生につながる。
c: 不適切。役割の重複や漏れ、責任の曖昧化によりプロジェクトが混乱することを防ぐため、要員の役割と責任は計画段階において明確にすることが重要である。"
ITパスポート試験,テクノロジ系,技術要素,ネットワーク,2025,"Bluetooth に追加された仕様の一つであり、省電力性に優れているので、IoT システムを長期間運用でき、送受信デバイス間の距離を知ることにも使われているものはどれか。","BLE","BLE","IrDA","NFC","PLC",60,"「BLE」: 正しい。Bluetooth Low Energyの略。無線通信規格Bluetoothの一部で、低消費電力に特化した通信モード。
「IrDA」: Infrared Data Associationの略。赤外線を使って30cm～2m程度の近距離で無線通信を行う技術。
「」: Near Field Communicationの略。非接触型ICカードの技術に基づいて開発されたもので、数センチ～20cm以内の極近距離で無線通信を行う技術。
「」: Power Line Communicationsの略。電力線を通信回線としても利用する技術。"
