category,field,subfield,detail,year,question,answer,choice1,choice2,choice3,choice4,time_limit,commentary
基本情報技術者試験,テクノロジ系,コンピュータシステム,コンピュータ構成要素,2024,"<p>図に示す構成で、表に示すようにキャッシュメモリと主記憶のアクセス時間だけが異なり、他の条件は同じ2種類のCPU XとYがある。あるプログラムを CPU XとYとでそれぞれ実行したところ、両者の処理時間が等しかった。このとき、キャッシュメモリのヒット率は幾らか。ここで、CPU以外の処理による影響はないものとする。</p><img src='/images/2024r06_fe_kamoku_a_3.png' alt='図表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","0.90","0.75","0.90","0.95","0.96",300,"キャッシュメモリがあるときは、CPUはまずキャッシュメモリにアクセスし、キャッシュメモリに目的のデータが存在しなかった場合は主記憶にアクセスする。つまり、メモリへの平均アクセス時間は、キャッシュメモリのアクセス時間、ヒット率、主記憶のアクセス時間から以下のように求めることができる。
「キャッシュメモリメモリのアクセス時間 × ヒット率 + 主記憶のアクセス時間 × (1 - ヒット率)」
上記の式を使ってヒット率をPとおくと、CPU Xの平均アクセス時間は、
40 × P + 400 × (1 - P)
CPU Yの平均アクセス時間は、
20 × P + 580 × (1 - p)
両者の処理時間は等しいので、この2つの式を方程式にすればヒット率Pを求めることができる。
40 × P + 400 × (1 - P) = 20 × P + 580 × (1 - p)
40P + 400 - 400P = 20P + 580 - 580P
-360P + 400 = -560P + 580
200P = 180
P = 0.9"
基本情報技術者試験,テクノロジ系,コンピュータシステム,システム構成要素,2024,"あるシステムの今年度のMTBFは3,000時間, MTTRは1,000時間である。翌年度はMTBF について今年度の20%分の改善, MTTR について今年度の10%分の改善を図ると、翌年度の稼働率は何%になるか。","80","69","73","77","80",300,"稼働率は、一定期間においてシステムが正常に稼働した時間の割合で、MTBF(平均故障間隔)とMTTR(平均修復時間)の値により、以下の式を使用して求める。
稼働率 = MTBF / (MTBF + MTTR)
今年度のMTBFは3,000時間、MTTRは1,000時間であり、翌年度はMTBFが20%改善、MTTRが10%改善される。可用性を高める上では、MTBFは長いほうがよく、MTTRは短いほうがよいので、MTBFは20%長く、MTTRは10%短くなる。改善後の値は次のとおりである。
・MTBF: 3,000時間 × (1 + 0.2) = 3,600時間」
・MTTR: 1,000時間 × (1 - 0.1) = 900時間
この値を上記の公式に当てはめると、翌年度の稼働率は、
3,600 / (3,600 + 900) = 0.8 = 80%"
基本情報技術者試験,テクノロジ系,技術要素,情報メディア,2024,"複数の Web サービスの入出力処理を連結させて新たなサービスを提供する、“ロジックマッシュアップ”の例はどれか。","利用者が入力した予算の範囲で宿泊可能な施設のリストを他の Web サービスから取得し、それらの宿泊施設の空室状況を別の Web サービスから取得して表示する。","利用者が選択した飲食店情報のページを表示する際に、他の Web サービスが提供する地図コンテンツをアクセスマップとして表示する。","利用者が選択した投資商品の情報を表示する際に、関連する経済指標のデータを複数の Web サービスから取得し、グラフに加工して表示する。","利用者が入力した予算の範囲で宿泊可能な施設のリストを他の Web サービスから取得し、それらの宿泊施設の空室状況を別の Web サービスから取得して表示する。","利用者がマウスのドラッグで地図を操作した際に、 Web ページ全体ではなく一部を読み直すことによって地図をスクロールして表示する。",60,"「利用者が選択した飲食店情報のページを表示する際に、他の Web サービスが提供する地図コンテンツをアクセスマップとして表示する。」: プレゼンテーションマッシュアップの例である。
「利用者が選択した投資商品の情報を表示する際に、関連する経済指標のデータを複数の Web サービスから取得し、グラフに加工して表示する。」: データマッシュアップの例である。
「利用者が入力した予算の範囲で宿泊可能な施設のリストを他の Web サービスから取得し、それらの宿泊施設の空室状況を別の Web サービスから取得して表示する。」: 正しい。ロジックマッシュアップの例である。
「利用者がマウスのドラッグで地図を操作した際に、 Web ページ全体ではなく一部を読み直すことによって地図をスクロールして表示する。」: Ajaxによる非同期通信の例である。"
基本情報技術者試験,テクノロジ系,技術要素,データベース,2024,"液晶ディスプレイなどの表示装置において、傾いた直線の境界を滑らかに表示する手法はどれか。","アンチエイリアシング","アンチエイリアシング","シェーディング","テクスチャマッピング","バンプマッピング",60,"「アンチエイリアシング」: 正しい。デジタル画像の物体の輪郭に現れるピクセルのギザギザ(ジャギー)を、なめらかに見せるために周囲(背景)の画素値と平均化処理をして描画するCG技法である。
「シェーディング」: 3DCGモデルに立体感を与えるために、光源と描画対象との位置関係から対象の陰影を計算し、物体の表面に陰付けを行う処理である。
「テクスチャマッピング」: 3DCG表面に模様のついた壁紙のようなものを貼り付けることで質感を向上させる技法である。
「バンプマッピング」: ポリゴンで表現された3DCGモデルの表面に、揺らぎによる凹凸情報を加えることでより自然な細やかさを表現する技法である。"
基本情報技術者試験,テクノロジ系,技術要素,データベース,2024,"DBMSに実装すべき原子性(atomicity) を説明したものはどれか。","トランザクション内の処理は、全てが実行されるか、全てが取り消されるかのいずれかである。","同一データベースに対する同一処理は、何度実行しても結果は同じである。","トランザクション完了後にハードウェア障害が発生しても、更新されたデータベースの内容は保証される。","トランザクション内の処理は、全てが実行されるか、全てが取り消されるかのいずれかである。","一つのトランザクションの処理結果は、他のトランザクション処理の影響を受けない。",60,"「同一データベースに対する同一処理は、何度実行しても結果は同じである。」: 何回実行しても同じ結果となる性質をべき等性(Idempotent)という。ACID特性には直接含まれないが、一貫性に関連する性質と言える。
「トランザクション完了後にハードウェア障害が発生しても、更新されたデータベースの内容は保証される。」: 永続性の説明である。
「トランザクション内の処理は、全てが実行されるか、全てが取り消されるかのいずれかである。」: 正しい。原子性は、トランザクションが原子のように不可分であることを保証する特性である。トランザクションは部分的に実行されることはなく、全ての操作が完了するか、全ての操作が元に戻るかのどちらかで終了する。
「一つのトランザクションの処理結果は、他のトランザクション処理の影響を受けない。」: 独立性の説明である。"
基本情報技術者試験,テクノロジ系,技術要素,ネットワーク,2024,"LAN 間接続装置に関する記述のうち、適切なものはどれか。","リピータは、同種のセグメント間で信号を増幅することによって伝送距離を延長する。","ゲートウェイは、OSI 基本参照モデルにおける第1~3層だけのプロトコルを変換する。","ブリッジは、IPアドレスを基にしてフレームを中継する。","リピータは、同種のセグメント間で信号を増幅することによって伝送距離を延長する。","ルータは、MACアドレスを基にしてフレームを中継する。",60,"「ゲートウェイは、OSI基本参照モデルにおける第1～3層だけのプロトコルを変換する。」: ゲートウェイは、異なるプロトコルやアーキテクチャのネットワークを接続し、データ形式やプロトコルの変換を行う装置である。OSI基本参照モデルの7層すべての層の接続を行う。
「ブリッジは、IPアドレスを基にしてフレームを中継する。」: ブリッジは、異なるネットワークセグメント同士を接続し、ネットワークに流れるデータフレームのMACアドレスを基に通信を中継する装置である。OSI基本参照モデルのデータリンク層(第2層)で動作する。
「リピータは、同種のセグメント間で信号を増幅することによって伝送距離を延長する。」: 正しい。リピータは、ネットワークを流れる電流信号の増幅や整流を行う機器である。主に信号の減衰を防ぎ、ネットワークの物理的な距離を延長するために使用される。OSI基本参照モデルの物理層(第1層)で動作する。
「ルータは、MACアドレスを基にしてフレームを中継する。」: ルータは、異なるネットワーク同士を接続し、ネットワークに流れるパケットのIPアドレスを基に通信制御を行う機器である。OSI基本参照モデルのネットワーク層(第3層)で動作する。"
基本情報技術者試験,テクノロジ系,技術要素,セキュリティ,2024,"ペネトレーションテストに該当するものはどれか。","公開 Web サーバや組織のネットワークの脆弱性を探索し、サーバに実際に侵入できるかどうかを確認する。","検査対象の実行プログラムの設計書、ソースコードに着目し、開発プロセスの各工程にセキュリティ上の問題がないかどうかをツールや目視で確認する。","公開 Web サーバの各コンテンツファイルのハッシュ値を管理し、定期的に各ファイルから生成したハッシュ値と一致するかどうかを確認する。","公開 Web サーバや組織のネットワークの脆弱性を探索し、サーバに実際に侵入できるかどうかを確認する。","内部ネットワークのサーバやネットワーク機器の IPFIX 情報から、各PCの通信に異常な振る舞いがないかどうかを確認する。",60,"「検査対象の実行プログラムの設計書、ソースコードに着目し、開発プロセスの各工程にセキュリティ上の問題がないかどうかをツールや目視で確認する。」: セキュリティレビューに該当する。
「公開 Web サーバの各コンテンツファイルのハッシュ値を管理し、定期的に各ファイルから生成したハッシュ値と一致するかどうかを確認する。」: ファイルの同一性チェックによる不正アクセスや改ざんの有無の検査である。
「公開 Web サーバや組織のネットワークの脆弱性を探索し、サーバに実際に侵入できるかどうかを確認する。」: 正しい。ペネトレーションテストに該当する。
「内部ネットワークのサーバやネットワーク機器の IPFIX 情報から、各PCの通信に異常な振る舞いがないかどうかを確認する。」: IPトラフィック情報を収集するNetFlowを使用したネットワーク検査に該当する。"
基本情報技術者試験,テクノロジ系,技術要素,セキュリティ,2024,"SQL インジェクションの対策として、有効なものはどれか。","プレースホルダを使って命令文を組み立てる。","URLをWeb ページに出力するときは, “http://” や “https://” で始まる URL だけを許可する。","外部からのパラメータでWeb サーバ内のファイル名を直接指定しない。","スタイルシートを任意の Web サイトから取り込めるようにしない。","プレースホルダを使って命令文を組み立てる。",60,"「URLをWeb ページに出力するときは、“http://” や “https://” で始まる URL だけを許可する。」: XSS(クロスサイトスクリプティング)の対策である。URLには”javascript:”で始まるJavaScriptコードを記述することができる。
「外部からのパラメータでWeb サーバ内のファイル名を直接指定しない。」: ディレクトリトラバーサルの対策である。外部からの入力に基づいてファイル名指定している場合、攻撃者から任意のファイルを指定され、隠しているファイル内容が見られるなど意図しない処理が行われるおそれがある。
「スタイルシートを任意の Web サイトから取り込めるようにしない。」: CSSインジェクションの対策である。スタイルシートの記述をWebページに埋め込まれることにより、Webページのコンテンツの非表示や任意の要素の追加、属性値の情報を外部から取得されるなどのおそれがある。
「プレースホルダを使って命令文を組み立てる。」: 正しい。プレースホルダは、SQL文の中でユーザーの入力値を使用する部分に置かれる記号のことである。その記号の部分には、実行時にSQL文の特殊文字がエスケープされた値が割り当てられるので、不正なSQL文の実行を防ぐことができる。"
基本情報技術者試験,テクノロジ系,開発技術,システム開発技術,2024,"階層構造のモジュール群から成るソフトウェアの結合テストを、上位のモジュールから行う。この場合に使用する、下位のモジュールの代替となるテスト用のモジュールはどれか。","スタブ","エミュレーター","シミュレーター","スタブ","ドライバ",60,"「エミュレーター」: 所定のコンピュータや機械装置を模倣するシミュレーターの一種で、他のコンピュータ向けの命令プログラムを解読しながら実行するマイクロプログラムである。
「シミュレーター」: 現実の事象や業務をモデル化して模擬試験を行う装置やプログラムである。
「スタブ」: 正しい。下位モジュールの代替となるテスト用モジュールである。
「ドライバ」: 上位モジュールの代替となるテスト用モジュールである。"
基本情報技術者試験,テクノロジ系,開発技術,ソフトウェア開発管理技術,2024,"アジャイル開発手法の一つであるスクラムで定義され、スプリントで実施するイベントのうち、毎日決まった時間に決まった場所で行い、開発チームの全員が前回からの進捗状況や今後の作業計画を共有するものはどれか。","デイリースクラム","スプリントプランニング","スプリントレトロスペクティブ","スプリントレビュー","デイリースクラム",60,"「スプリントプランニング」: スプリントの起点となるミーティングである。プロダクトバックログの中から、そのスプリントで開発する機能を決定し、作業の計画を立てる。
「スプリントレトロスペクティブ」: スプリントの最後に実施したスプリント全体を振り返る活動である。次のスプリントを見据えて、上手くいったこと、上手くいかなかったこと、それに対する改善法・解決案を話し合う。
「スプリントレビュー」: スプリントの終了時にスプリントの成果を検査し、今後の適応を決定する活動である。主要なステークホルダに成果物をプレゼンテーションし、プロダクトゴールに対する進捗について話し合う。
「デイリースクラム」: 正しい。開発チーム全員の活動や進捗を共有するために、スプリント実施中に毎日10～15分程度行われる確認・調整のための会議である。昨日やったこと、今日やること、障害になっていることを各人が話す形式で行われる。コミュニケーションを改善し、障害物を特定し、迅速な意思決定を促進するために行われる。"
基本情報技術者試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2024,"<p>アローダイアグラムで表されるプロジェクトは、完了までに最少で何日を要するか。</p><img src='/images/2024r06_fe_kamoku_a_13.png' alt='図' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","120","105","115","120","125",300,"アローダイアグラムにおけるクリティカルパスの所要時間が、そのプロジェクトが完了するために必要な最小日数となる。開始点から終了点に至るすべての矢印の流れを洗い出して、その中で最も長い期間を要するのがクリティカルパスである。ダミー作業の矢印は0日でカウントする。
A→B→E→H: 30+5+40+30 = 105日
A→B→(上のダミー)→F→H: 30+5+0+25+30 = 90日
A→B→(上のダミー)→(下のダミー)→G→H: 30+5+0+0+30+30 = 95日
A→C→F→H: 30+30+25+30 = 115日
A→C→(下のダミー)→G→H: 30+30+0+30+30 = 120日
A→D→G→H: 30+20+30+30 = 110日
以上より、本プロジェクトのクリティカルパスは「A→C→(下のダミー)→G→H」であり、最短完了日数は120日であることがわかる。"
基本情報技術者試験,マネジメント系,サービスマネジメント,システム監査,2024,"システムの開発部門と運用部門が別々に組織化されているとき、システム開発を伴う新規サービスの設計及び移行を円滑かつ効果的に進めるための方法のうち、適切なものはどれか。","運用部門からもシステムの運用に関わる要件の抽出に積極的に参加する。","運用テストの完了後に、開発部門がシステム仕様と運用方法を運用部門に説明する。","運用テストは、開発部門の支援を受けずに、運用部門だけで実施する。","運用部門からもシステムの運用に関わる要件の抽出に積極的に参加する。","開発部門は運用テストを実施して、運用マニュアルを作成し、運用部門に引き渡す。",60,"「運用テストの完了後に、開発部門がシステム仕様と運用方法を運用部門に説明する。」: 運用テストの完了後に説明するのでは遅すぎる。運用テストは運用部門が主体となって行うので、運用部門はシステムの運用方法を事前に理解している必要がある。従って説明はテスト前に行われるべきである。
「運用テストは、開発部門の支援を受けずに、運用部門だけで実施する。」: 運用テストは運用部門が主体となって行うが、運用部門だけではシステムの全ての機能や運用上の注意点を把握できない可能性がある。効果的な運用テストとするためには、開発部門の支援を受けながら行うことが適切である。
「運用部門からもシステムの運用に関わる要件の抽出に積極的に参加する。」: 正しい。運用部門がシステム要件定義などに参加することは、実際の運用で必要な機能や考慮すべき点を開発側に伝えたり、認識を持って進めることで、適切なサービスの設計と移行につなげることができる。
「開発部門は運用テストを実施して、運用マニュアルを作成し、運用部門に引き渡す。」: 運用テストを実施するのは運用部門であり、開発部門はその支援を行う立場である。また、運用マニュアルが効果的に機能するためには開発側・運用側の両者の視点が必要なので、両部門が協力して作成することが望まれる。"
基本情報技術者試験,ストラテジ系,システム戦略,システム戦略,2024,"ビッグデータ分析の前段階として、非構造化データを構造化データに加工する処理を記述している事例はどれか。","ソーシャルメディアの口コミを機械学習によって単語ごとに分解し、要約を作り、分析可能なデータに加工し、関係データベースに保管する。","関係データベースに蓄積された大量の財務データから必要な条件に合致するデータを抽出し、利用者が扱いやすい表計算ソフトウェアデータに加工する。","個人情報を含むビッグデータを更に利活用するために、特定の個人を識別することができないように匿名化加工する。","住所データ項目の中にある、“ヶ”と“が”の混在や、丁番地の表記不統一を、標準化された表記へ統一するために加工する。","ソーシャルメディアの口コミを機械学習によって単語ごとに分解し、要約を作り、分析可能なデータに加工し、関係データベースに保管する。",60,"「関係データベースに蓄積された大量の財務データから必要な条件に合致するデータを抽出し、利用者が扱いやすい表計算ソフトウェアデータに加工する。」: 関係データベース内のデータ、表計算ソフトウェアデータはともに構造化データである。よって、構造化データから構造化データに加工していることになる。
「個人情報を含むビッグデータを更に利活用するために、特定の個人を識別することができないように匿名化加工する。」: ビッグデータは一般に多種多様な形式のデータを含むため非構造化データである。匿名化加工はデータの内容を変更するものであり、格納形式は変更されないため、データ形式は非構造化データのままで変わらない。
「住所データ項目の中にある、“ヶ”と“が”の混在や、丁番地の表記不統一を、標準化された表記へ統一するために加工する。」: 住所データは、事前に定義された形式のデータなので構造化データである。表記方法の統一加工はデータの内容を変更するものであり、格納形式は変更されないため、データ形式は構造化データのままで変わらない。
「ソーシャルメディアの口コミを機械学習によって単語ごとに分解し、要約を作り、分析可能なデータに加工し、関係データベースに保管する。」: 正しい。ソーシャルメディアの口コミは非構造化データ、関係データベース内のデータは構造化データである。よって、非構造化データから構造化データに加工していることになる。"
基本情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2024,"コアコンピタンスを説明したものはどれか。","他社との競争優位の源泉となる経営資源及び企業能力","経営活動における基本精神や行動指針","事業戦略の遂行によって達成すべき到達目標","自社を取り巻く環境に関するビジネス上の機会と脅威","他社との競争優位の源泉となる経営資源及び企業能力",60,"「経営活動における基本精神や行動指針」: 経営理念の説明である。
「事業戦略の遂行によって達成すべき到達目標」: 経営ビジョンの説明である。
「自社を取り巻く環境に関するビジネス上の機会と脅威」: 外部環境要因の説明である。
「他社との競合優位の源泉となる経営資源及び企業能力」: 正しい。コアコンピタンスの説明である。"
基本情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2024,"マーケティング戦略におけるブルーオーシャンの説明として、適切なものはどれか。","競争が存在していない未知の市場","競争が存在していない未知の市場","コモディティ化が進んだ既存の市場","新事業のアイディアを実際のビジネスに育成するまでの期間","製品開発したものを市場化する過程に横たわっている障壁",60,"「競争が存在していない未知の市場」: 正しい。ブルーオーシャンの説明である。
「コモディティ化が進んだ既存の市場」: レッドオーシャンの説明である。
「新事業のアイディアを実際のビジネスに育成するまでの期間」: タイムトゥマーケットの説明である。
「製品開発したものを市場化する過程に横たわっている障壁」: 死の谷の説明である。"
基本情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2024,"HRテックの説明はどれか。","採用、育成、評価、配属などの人事領域の業務を対象に、ビッグデータ解析や AI などの最新 ICTを活用して、業務改善と社員満足度向上を図るソリューション","ICTを活用して、住宅内のエネルギー使用状況の監視、機器の遠隔操作や自動制御などを可能にし、家庭におけるエネルギー管理を支援するソリューション","既存のビジネスモデルによる業界秩序や既得権益を破壊してしまうほど大きな影響を与える新しいICTやビジネスモデル","個人の資金に関わる情報を統合的に管理するサービスやマーケットプレイス・レンディングなどの金融サービスを実現するための新しい情報技術","採用、育成、評価、配属などの人事領域の業務を対象に、ビッグデータ解析や AI などの最新 ICTを活用して、業務改善と社員満足度向上を図るソリューション",60,"「ICTを活用して、住宅内のエネルギー使用状況の監視、機器の遠隔操作や自動制御などを可能にし、家庭におけるエネルギー管理を支援するソリューション」: HEMS(Home Energy Management System: ヘムズ)の説明である。
「既存のビジネスモデルによる業界秩序や既得権益を破壊してしまうほど大きな影響を与える新しいICTやビジネスモデル」: 破壊的イノベーションの説明である。
「個人の資金に関わる情報を統合的に管理するサービスやマーケットプレイス・レンディングなどの金融サービスを実現するための新しい情報技術」: フィンテックの説明である。
「採用、育成、評価、配属などの人事領域の業務を対象に、ビッグデータ解析や AI などの最新 ICTを活用して、業務改善と社員満足度向上を図るソリューション」: 正しい。HRテックの説明である。"
基本情報技術者試験,ストラテジ系,企業と法務,企業活動,2024,"<p>図は、製品の製造上のある要因の値xと品質特性の値yとの関係をプロットしたものである。この図から読み取れることはどれか。</p><img src='/images/2024r06_fe_kamoku_a_19.png' alt='図' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","xとyの相関係数は負である。","xからyを推定するためには、2次回帰係数の計算が必要である。","xからyを推定するための回帰式は、yからxを推定する回帰式と同じである。","xとyの相関係数は正である。","xとyの相関係数は負である。",60,"「xからyを推定するためには、2次回帰係数の計算が必要である。」: xとyの関係は線形なので、1次の回帰式で表すことができる。
「xからyを推定するための回帰式は、yからxを推定する回帰式と同じである。」: xからyを推定する回帰式と、yからxを推定する回帰式は異なる。
「xとyの相関係数は正である。」: 負の相関なので相関係数は負となる。
「xとyの相関係数は負である。」: 正しい。"
基本情報技術者試験,ストラテジ系,企業と法務,法務,2024,"日本において、産業財産権と総称される四つの権利はどれか。","意匠権、実用新案権、商標権、特許権","意匠権、実用新案権、商標権、特許権","意匠権、実用新案権、著作権、特許権","意匠権、商標権、著作権、特許権","実用新案権、商標権、著作権、特許権",60,"産業財産権は、知的財産権のうち、特許庁への申請・登録を行うことで独占的に使用できる権利が発生するものである。特許権、実用新案権、意匠権、商標権の4つがある。著作権は産業財産権には含まれない。"
基本情報技術者試験,テクノロジ系,基礎理論,基礎理論,2023,"16進小数0.Cを10進小数に変換したものはどれか。","0.75","0.12","0.55","0.75","0.84",300,"<p>16進数の1桁は2進数の4桁に対応している。16進数を10進数に変換する場合は、16進数→2進数→10進数というように、2進数を経由して考えるとわかりやすい。</p><img src='/images/2023r05_fe_kamoku_a_ans_1.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>
まず16進数の0.Cを2進数4桁にすると、0.C(16)→0.1100(2)
小数点以下の2進数の各桁は、10進数で1/2^n(nは小数点からの各桁の距離)と表現できるので、
0.1100(2) = 1/2^1 + 1/2^2 = 1/2 + 1/4 = 3/4 = 0.75(10)"
基本情報技術者試験,テクノロジ系,基礎理論,アルゴリズムとプログラミング,2023,"<p>双方向のポインタをもつリスト構造のデータを表に示す。この表において新たな社員Gを社員Aと社員Kの間に追加する。追加後の表のポインタa~fの中で追加前と比べて値が変わるポインタだけを全て列記したものはどれか。</p><img src='/images/2023r05_fe_kamoku_a_2.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","a, f","a, b, e, f","a, e, f","a, f","b, e",300,"まず、追加前の社員名をポインタの示すアドレスの順([]内はアドレス)に並べる。前ポインタが”0(参照なし)”の要素が先頭、次ポインタが”0(参照なし)”の要素が末尾に配置されるので、次の順序のリスト構造になる。
100: 社員A[次300、前0]
    ↓
300: 社員K[次200、前100]
    ↓
200: 社員T[次0、前300]
社員Gは、社員Aと社員Kの間に追加されるので、追加後の順番は以下のようになる。
100: 社員A[次300、前0]
    ↓
400: 社員G[次●、前■]
    ↓
300: 社員K[次200、前100]
    ↓
200: 社員T[次0、前300]
<p>「A→G→K」のポインタの参照が正しく繋がるためには、”Gのひとつ前であるAの次のポインタ”と”Gのひとつ後であるKの前のポインタ”をそれぞれ”400”に更新する必要がある。したがって、追加前と値が変わるポインタは「a, f」の2か所である。</p><img src='/images/2023r05_fe_kamoku_a_ans_2.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>"
基本情報技術者試験,テクノロジ系,コンピュータシステム,コンピュータ構成要素,2023,"コンピュータの高速化技術の一つであるメモリインタリーブに関する記述として、適切なものはどれか。","主記憶を複数の独立して動作するグループに分けて、各グループに並列にアクセスする方式","主記憶と入出力装置、又は主記憶同士のデータの受渡しをCPU経由でなく直接やり取りする方式","主記憶にデータを送り出す際に、データをキャッシュに書き込み、キャッシュがあふれたときに主記憶へ書き込む方式","主記憶のデータの一部をキャッシュにコピーすることによって、レジスタと主記憶とのアクセス速度の差を縮める方式","主記憶を複数の独立して動作するグループに分けて、各グループに並列にアクセスする方式",60,"「主記憶と入出力装置、又は主記憶同士のデータの受渡しをCPU経由でなく直接やり取りする方式」: DMA(Direct Memory Access)の説明である。
「主記憶にデータを送り出す際に、データをキャッシュに書き込み、キャッシュがあふれたときに主記憶へ書き込む方式」: 主記憶とキャッシュメモリの同期方法のひとつであるライトバック方式の説明である。
「主記憶のデータの一部をキャッシュにコピーすることによって、レジスタと主記憶とのアクセス速度の差を縮める方式」: キャッシュメモリの説明である。
「主記憶を複数の独立して動作するグループに分けて、各グループに並列にアクセスする方式」: 正しい。メモリインターリーブの説明である。"
基本情報技術者試験,テクノロジ系,コンピュータシステム,システム構成要素,2023,"エッジコンピューティングの説明として、最も適切なものはどれか。","利用者や機器に取り付けられたセンサなどのデータ発生源に近い場所にあるサーバなどでデータを一次処理し、処理のリアルタイム性を高めること","画面生成やデータ処理をクライアント側で実行することによって、Web アプリケーションソフトウェアの操作性や表現力を高めること","データが送信されてきたときだけ必要なサーバを立ち上げて、処理が終わり次第サーバを停止してリソースを解放すること","複数のサーバやPCを仮想化して統合することによって一つの高性能なコンピュータを作り上げ、並列処理によって処理能力を高めること","利用者や機器に取り付けられたセンサなどのデータ発生源に近い場所にあるサーバなどでデータを一次処理し、処理のリアルタイム性を高めること",60,"「画面生成やデータ処理をクライアント側で実行することによって、Web アプリケーションソフトウェアの操作性や表現力を高めること」: リッチクライアントの説明である。
「データが送信されてきたときだけ必要なサーバを立ち上げて、処理が終わり次第サーバを停止してリソースを解放すること」: サーバレスアーキテクチャの説明である。
「複数のサーバやPCを仮想化して統合することによって一つの高性能なコンピュータを作り上げ、並列処理によって処理能力を高めること」: グリッドコンピューティングの説明である。
「利用者や機器に取り付けられたセンサなどのデータ発生源に近い場所にあるサーバなどでデータを一次処理し、処理のリアルタイム性を高めること」: 正しい。エッジコンピューティングの説明である。"
基本情報技術者試験,テクノロジ系,技術要素,情報メディア,2023,"3次元グラフィックス処理におけるクリッピングの説明はどれか。","画像表示領域にウィンドウを定義し、ウィンドウの外側を除去し、内側の見える部分だけを取り出す処理である。","CG映像作成における最終段階として、物体のデータをディスプレイに描画できるように映像化する処理である。","画像表示領域にウィンドウを定義し、ウィンドウの外側を除去し、内側の見える部分だけを取り出す処理である。","スクリーンの画素数が有限であるために図形の境界近くに生じる、階段状のギザギザを目立たなくする処理である。","立体感を生じさせるために、物体の表面に陰影を付ける処理である。",60,"「CG映像作成における最終段階として、物体のデータをディスプレイに描画できるように映像化する処理である。」: レンダリングの説明である。
「画像表示領域にウィンドウを定義し、ウィンドウの外側を除去し、内側の見える部分だけを取り出す処理である。」: 正しい。クリッピングの説明である。
「スクリーンの画素数が有限であるために図形の境界近くに生じる、階段状のギザギザを目立たなくする処理である。」: アンチエイリアシングの説明である。
「立体感を生じさせるために、物体の表面に陰影を付ける処理である。」: シェーディング(陰影処理)の説明である。"
基本情報技術者試験,テクノロジ系,技術要素,データベース,2023,"<p>次の関数従属を満足するとき、成立する推移的関数従属はどれか。ここで、“A→B” はBがAに関数従属していることを表し、“A→ {B, C}”は、“A→B” かつ“A→C” が成立することを表す。</p><img src='/images/2023r05_fe_kamoku_a_6.png' alt='関数従属' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>",ウ,ア,イ,ウ,エ,300,"ア: 上から4つ目の関数従属より、仕入先コードが決まると、仕入先名・仕入先住所・仕入担当者コードが一意に決定するので「仕入先コード→仕入担当者コード」は成立する。しかし、仕入担当者コードと仕入先住所の間には関数従属性がないので、推移的関数従属は成立しない。
イ: 上から3つ目の関数従属より、商品コードが決まると、商品名・仕入先住所・商品販売価格が一意に決定するので「商品コード→仕入先コード」は成立する。しかし、仕入先コードと商品販売価格の間には関数従属性がないので、推移的関数従属は成立しない。
ウ: 正しい。上から2つ目の関数従属より、注文コードが決まると、注文日・顧客コード・注文担当者コードが一意に決定する。さらに一番下の関数従属より、顧客コードが決まると、顧客名・顧客住所が一意に決定する。したがって「注文コード→顧客コード→顧客住所」の推移的関数従属が成立している。
エ: 注文コードから商品コードへの関数従属はないので、最初の「注文コード→商品コード」が成立しない。"
基本情報技術者試験,テクノロジ系,技術要素,データベース,2023,"トランザクションが、データベースに対する更新処理を完全に行うか、全く処理しなかったかのように取り消すか、のどちらかの結果になることを保証する特性はどれか。","原子性(atomicity)","一貫性(consistency)","原子性(atomicity)","耐久性(durability)","独立性(isolation)",60,"「一貫性(consistency)」: 一貫性は、トランザクションによりデータの矛盾が生じないこと、つまり常にデータベースの整合性が保たれていることを保証する性質である。
「原子性(atomicity)」: 正しい。原子性は、トランザクション内の処理がすべて実行されるか、または全く実行されないことを保証する性質である。
「耐久性(durability)」: 耐久性は、一旦正常終了したトランザクションの結果は、以後システムに障害が発生しても失われないことを保証する性質である。永続性と呼ばれる場合もある。
「独立性(isolation)」: 独立性は、複数のトランザクションを同時に実行した場合と、順番に実行した場合の結果が等しくなることを保証する性質である。隔離性と呼ばれる場合もある。"
